inner_sop_minus_0.004m_from_sp,1.5993e-05
inner_sop_minus_0.007m_from_sp,1.5979e-05
inner_sop_minus_0.011m_from_sp,1.5927e-05
inner_sop_minus_0.016m_from_sp,1.5873e-05
inner_sop_minus_0.022m_from_sp,1.5844e-05
inner_sop_minus_0.029m_from_sp,1.5800e-05
inner_sop_minus_0.037m_from_sp,1.5692e-05
inner_sop_minus_0.045m_from_sp,1.5599e-05
inner_sop_minus_0.054m_from_sp,1.5416e-05
inner_sop_minus_0.062m_from_sp,1.5341e-05
inner_sop_minus_0.072m_from_sp,1.5140e-05
inner_sop_minus_0.081m_from_sp,1.5172e-05
inner_sop_minus_0.091m_from_sp,1.5048e-05
inner_sop_minus_0.101m_from_sp,1.4790e-05
inner_sop_minus_0.111m_from_sp,1.4680e-05
inner_sop_minus_0.120m_from_sp,1.4266e-05
inner_sop_minus_0.130m_from_sp,1.4249e-05
inner_sop_minus_0.139m_from_sp,1.4015e-05
inner_sop_plus_0.004m_from_sp,1.6439e-05
inner_sop_plus_0.018m_from_sp,1.6482e-05
inner_sop_plus_0.037m_from_sp,1.6799e-05
inner_sop_plus_0.060m_from_sp,1.6811e-05
inner_sop_plus_0.088m_from_sp,1.6529e-05
inner_sop_plus_0.120m_from_sp,1.6380e-05
inner_sop_plus_0.154m_from_sp,1.6226e-05
inner_sop_plus_0.191m_from_sp,1.5529e-05
inner_sop_plus_0.229m_from_sp,1.4748e-05
inner_sop_plus_0.267m_from_sp,1.4155e-05
inner_sop_plus_0.306m_from_sp,1.3270e-05
inner_sop_plus_0.343m_from_sp,1.2596e-05
inner_sop_plus_0.380m_from_sp,1.1878e-05
inner_sop_plus_0.414m_from_sp,1.1142e-05
inner_sop_plus_0.448m_from_sp,1.0590e-05
inner_sop_plus_0.486m_from_sp,1.4543e-05
inner_sop_plus_0.534m_from_sp,1.6303e-05
inner_sop_plus_0.582m_from_sp,1.6419e-05
outer_sop_minus_0.002m_from_sp,8.0620e-06
outer_sop_minus_0.003m_from_sp,8.0785e-06
outer_sop_minus_0.005m_from_sp,7.9708e-06
outer_sop_minus_0.007m_from_sp,7.7788e-06
outer_sop_minus_0.010m_from_sp,7.6861e-06
outer_sop_minus_0.013m_from_sp,8.1688e-06
outer_sop_minus_0.017m_from_sp,8.2272e-06
outer_sop_minus_0.021m_from_sp,8.0368e-06
outer_sop_minus_0.025m_from_sp,8.4329e-06
outer_sop_minus_0.030m_from_sp,8.3331e-06
outer_sop_minus_0.034m_from_sp,7.8804e-06
outer_sop_minus_0.039m_from_sp,7.9950e-06
outer_sop_minus_0.044m_from_sp,7.8357e-06
outer_sop_minus_0.048m_from_sp,7.7154e-06
outer_sop_minus_0.053m_from_sp,8.2795e-06
outer_sop_minus_0.058m_from_sp,8.0888e-06
outer_sop_minus_0.063m_from_sp,7.8441e-06
outer_sop_minus_0.068m_from_sp,8.2851e-06
outer_sop_plus_0.002m_from_sp,8.3094e-06
outer_sop_plus_0.008m_from_sp,8.6229e-06
outer_sop_plus_0.017m_from_sp,8.5119e-06
outer_sop_plus_0.028m_from_sp,8.2594e-06
outer_sop_plus_0.040m_from_sp,8.5213e-06
outer_sop_plus_0.055m_from_sp,8.4866e-06
outer_sop_plus_0.071m_from_sp,8.4381e-06
outer_sop_plus_0.088m_from_sp,8.5446e-06
outer_sop_plus_0.107m_from_sp,8.4543e-06
outer_sop_plus_0.127m_from_sp,8.5101e-06
outer_sop_plus_0.148m_from_sp,8.6216e-06
outer_sop_plus_0.169m_from_sp,8.5242e-06
outer_sop_plus_0.191m_from_sp,8.7019e-06
outer_sop_plus_0.214m_from_sp,8.7313e-06
outer_sop_plus_0.236m_from_sp,8.8133e-06
outer_sop_plus_0.259m_from_sp,8.8097e-06
outer_sop_plus_0.282m_from_sp,9.0315e-06
outer_sop_plus_0.304m_from_sp,9.1223e-06
